ï»¿ID,Start time,Completion time,Location,Ward/Branch,Stake,Route,Time Spent Collecting Donations,# of Adult Volunteers,# of Youth Volunteers,Doors in Route,Donation Bags Collected,Completed More Than One Route,Routes Completed,Additional Routes completed (2 routes),Additional routes completed (3 routes),Additional routes completed (3 routes)2,Additional routes completed (More than 3 Routes),Additional routes completed (More than 3 Routes)2,Additional routes completed (More than 3 Routes)3,Neighbourhood,Ward,Assessed Value,Minutes Spent Collecting Donations,Assessed Value,Latitude,Longitude,New Route Number/Name
313,2024-09-28 12:18,2024-09-28 12:23,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,16,0 - 30 Minutes,2,2,0,55,1,3,,27,0,,,,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 115
314,2024-09-28 12:16,2024-09-28 12:24,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,Satoo/route #s 3 & 5,1 Hour - 1.5 Hours,1,1,312,150,1,2,,,,,,,RIO VISTA,,8015783.871,90,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 116
315,2024-09-28 12:22,2024-09-28 12:24,Gateway Stake Centre ,Lee Ridge Ward,Gateway Stake,55,30 - 60 Minutes,2,2,159,15,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 117
316,2024-09-28 12:22,2024-09-28 12:24,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,9,2+ Hours,4,2,428,75,1,2,10,,,,,,RABBIT HILL,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 58
317,2024-09-28 12:21,2024-09-28 12:25,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,40,30 - 60 Minutes,1,2,100,12,0,1,,,,,,,TERWILLEGAR PARK,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 59
318,2024-09-28 12:21,2024-09-28 12:25,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,16,0 - 30 Minutes,1,5,239,32,1,2,25,,,,,,ELLERSLIE,Karhiio Ward,797500,30,797500,53.43159314034627,-113.44636,Gateway Stake 118
319,2024-09-28 12:19,2024-09-28 12:25,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,6,2+ Hours,2,0,400,50,1,3,,8,9,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,120,140000,53.44341912235957,-113.4026104,Gateway Stake 119
320,2024-09-28 12:22,2024-09-28 12:26,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,135,30 - 60 Minutes,2,2,90,17,1,2,126,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 91
321,2024-09-28 12:19,2024-09-28 12:26,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,"Carlisle A, Carlisle B",30 - 60 Minutes,3,0,300,24,1,2,3,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 26
322,2024-09-28 12:23,2024-09-28 12:27,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,20,2+ Hours,2,1,260,100,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,120,503500,53.42374423,-113.5051636,Gateway Stake 120
323,2024-09-28 12:10,2024-09-28 12:27,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,36,0 - 30 Minutes,2,3,16,19,1,2,53,,,,,,LONDONDERRY,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 92
324,2024-09-28 12:26,2024-09-28 12:27,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,126,30 - 60 Minutes,2,2,125,21,1,2,135,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 93
325,2024-09-28 12:25,2024-09-28 12:27,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Greenfield #5,1 Hour - 1.5 Hours,1,1,184,45,0,1,,,,,,,GREENFIELD,papastew Ward,295500,90,295500,53.476048825243744,-113.5371848,Riverbend Stake 60
326,2024-09-28 12:10,2024-09-28 12:27,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,8 and 11,2+ Hours,1,3,600,118,1,2,11,,,,,,WOODBEND,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 61
327,2024-09-28 12:25,2024-09-28 12:28,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,21,1 Hour - 1.5 Hours,1,2,134,30,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,90,140000,53.44341912235957,-113.4026104,Gateway Stake 121
328,2024-09-28 12:24,2024-09-28 12:28,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,79/194bags,30 - 60 Minutes,2,0,270,50,1,2,68/132 bags,,,,,,RIO VISTA,,8015783.871,60,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 122
329,2024-09-28 12:25,2024-09-28 12:28,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,"30, 28, 43",1 Hour - 1.5 Hours,3,2,500,65,1,1,,,,See above,Se above,See above ,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 62
330,2024-09-28 12:25,2024-09-28 12:29,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,22,1 Hour - 1.5 Hours,1,0,138,6,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,90,140000,53.44341912235957,-113.4026104,Gateway Stake 123
331,2024-09-28 12:25,2024-09-28 12:29,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,65,0 - 30 Minutes,2,2,119,14,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,30,140000,53.44341912235957,-113.4026104,Gateway Stake 124
332,2024-09-28 12:16,2024-09-28 12:29,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,Unkown,30 - 60 Minutes,5,0,326,53,1,2,Unknown,,,,,,TERWILLEGAR PARK,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 63
333,2024-09-28 12:27,2024-09-28 12:30,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,grey stone manor,30 - 60 Minutes,2,2,70,7,1,2,A Morinville route,,,,,,NAMAO,,6666500,60,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 27
334,2024-09-28 12:28,2024-09-28 12:30,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,43 and 44,30 - 60 Minutes,4,0,278,35,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 125
335,2024-09-28 12:27,2024-09-28 12:30,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,50,30 - 60 Minutes,3,0,329,15,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,60,1154500,53.42045712828527,-113.5399461,Riverbend Stake 64
336,2024-09-28 12:28,2024-09-28 12:31,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,32,30 - 60 Minutes,1,1,152,30,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 126
337,2024-09-28 12:28,2024-09-28 12:31,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Blue quill estate 2,30 - 60 Minutes,2,3,210,25,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 65
338,2024-09-28 12:29,2024-09-28 12:32,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,120,0 - 30 Minutes,2,1,18,25,0,1,,,,,,,CLAREVIEW,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 94
339,2024-09-28 12:30,2024-09-28 12:33,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,27,30 - 60 Minutes,2,3,205,25,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,60,797500,53.43159314034627,-113.44636,Gateway Stake 127
340,2024-09-28 12:30,2024-09-28 12:33,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,4,0 - 30 Minutes,3,0,168,25,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,30,162000,53.45921603129749,-113.3818037,Gateway Stake 128
341,2024-09-28 12:30,2024-09-28 12:33,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,12,1 Hour - 1.5 Hours,2,5,216,46,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,90,797500,53.43159314034627,-113.44636,Gateway Stake 129
342,2024-09-28 12:29,2024-09-28 12:33,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,6-2.1 197,2+ Hours,1,4,100,18,0,1,,,,,,,NAMAO,,6666500,120,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 28
343,2024-09-28 12:30,2024-09-28 12:33,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Sweet grass 3,30 - 60 Minutes,2,4,200,49,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 66
344,2024-09-28 12:13,2024-09-28 12:34,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,77,2+ Hours,3,0,200,30,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,120,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 95
345,2024-09-28 12:31,2024-09-28 12:34,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,1,1 Hour - 1.5 Hours,2,2,410,45,1,3,,20,23,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 130
346,2024-09-28 12:33,2024-09-28 12:36,Gateway Stake Centre ,Lee Ridge Ward,Gateway Stake,66,1 Hour - 1.5 Hours,1,2,146,25,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 131
347,2024-09-28 12:33,2024-09-28 12:36,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,14,1 Hour - 1.5 Hours,1,2,262,40,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 67
348,2024-09-28 12:27,2024-09-28 12:36,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Ottewell 1,0 - 30 Minutes,2,3,241,23,1,2,Ottewell 5,,,,,,CONNORS HILL,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 96
349,2024-09-28 12:30,2024-09-28 12:36,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,2-1.1,2+ Hours,2,2,498,55,0,1,,,,,,,NAMAO,,6666500,120,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 29
350,2024-09-28 12:35,2024-09-28 12:36,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,36,0 - 30 Minutes,4,0,167,30,0,1,,,,,,,CONNORS HILL,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 97
351,2024-09-28 12:35,2024-09-28 12:37,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,63,1 Hour - 1.5 Hours,2,1,25,12,0,1,,,,,,,CONNORS HILL,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 98
352,2024-09-28 12:35,2024-09-28 12:37,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,21,30 - 60 Minutes,2,3,240,35,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,60,503500,53.42374423,-113.5051636,Gateway Stake 132
353,2024-09-28 12:33,2024-09-28 12:38,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,Greenfield #1,30 - 60 Minutes,2,0,150,34,0,1,,,,,,,TERWILLEGAR PARK,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 68
354,2024-09-28 12:36,2024-09-28 12:38,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,17,30 - 60 Minutes,2,1,500,62,1,2,46,,,,,,ELLERSLIE,Karhiio Ward,797500,60,797500,53.43159314034627,-113.44636,Gateway Stake 133
355,2024-09-28 12:37,2024-09-28 12:39,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Ottewell 5,0 - 30 Minutes,2,3,209,15,1,2,Ottewell 1,,,,,,CONNORS HILL,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 99
356,2024-09-28 12:36,2024-09-28 12:39,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,17,2+ Hours,2,4,312,60,1,2,17,,,,,,TERWILLEGAR PARK,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 69
357,2024-09-28 12:29,2024-09-28 12:39,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,75,30 - 60 Minutes,2,1,149,25,0,1,,,,,,,RIO VISTA,,8015783.871,60,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 134
358,2024-09-28 12:37,2024-09-28 12:39,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Avonmore 1,0 - 30 Minutes,4,0,167,25,0,1,,,,,,,CONNORS HILL,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 100
359,2024-09-28 11:01,2024-09-28 12:39,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,King Edward Park 1,2+ Hours,1,0,522,80,1,2,King Edward Park 2,,,,,,CONNORS HILL,,837500,120,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 101
360,2024-09-28 12:34,2024-09-28 12:40,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Wellington ABCD,2+ Hours,3,0,800,66,1,3,,Wellington ABCD,Wellington ABCD,,,,GRIESBACH,Anirniq Ward,6666500,120,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 30
361,2024-09-28 12:38,2024-09-28 12:40,Gateway Stake Centre ,Beaumont Ward,Gateway Stake,40,30 - 60 Minutes,1,0,115,7,0,1,,,,,,,BEAUMONT,,8015783.871,60,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 135
362,2024-09-28 12:38,2024-09-28 12:41,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,4,30 - 60 Minutes,2,4,250,47,0,1,,,,,,,WOODBEND,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 70
363,2024-09-28 12:39,2024-09-28 12:41,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,"65, 67, 68",30 - 60 Minutes,2,0,282,54,1,3,,67,68,,,,RABBIT HILL,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 71
364,2024-09-28 12:36,2024-09-28 12:42,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,BQ5,1 Hour - 1.5 Hours,2,3,180,42,0,1,,,,,,,GREENFIELD,papastew Ward,295500,90,295500,53.476048825243744,-113.5371848,Riverbend Stake 72
365,2024-09-28 12:37,2024-09-28 12:42,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,28,1 Hour - 1.5 Hours,3,4,377,71,1,2,29,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,90,503500,53.42374423,-113.5051636,Gateway Stake 136
366,2024-09-28 12:41,2024-09-28 12:43,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,63,1 Hour - 1.5 Hours,2,2,101,19,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 73
367,2024-09-28 12:41,2024-09-28 12:43,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,138,0 - 30 Minutes,2,1,0,5,0,1,,,,,,,CLAREVIEW,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 102
368,2024-09-28 12:39,2024-09-28 12:44,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,40,0 - 30 Minutes,2,0,140,17,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,30,797500,53.43159314034627,-113.44636,Gateway Stake 137
369,2024-09-28 12:40,2024-09-28 12:44,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Dovercourt C,30 - 60 Minutes,2,5,142,20,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 31
370,2024-09-28 12:43,2024-09-28 12:44,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,1,30 - 60 Minutes,1,1,8,10,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 103
371,2024-09-28 12:44,2024-09-28 12:46,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Greenfield 6,30 - 60 Minutes,2,3,211,37,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 74
372,2024-09-28 12:43,2024-09-28 12:46,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,35,30 - 60 Minutes,2,3,200,25,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,60,503500,53.42374423,-113.5051636,Gateway Stake 138
373,2024-09-28 12:19,2024-09-28 12:46,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,Poll 81,0 - 30 Minutes,2,2,225,20,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,30,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 104
374,2024-09-28 12:43,2024-09-28 12:46,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Blue quill1,30 - 60 Minutes,2,0,500,38,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 75
375,2024-09-28 12:46,2024-09-28 12:47,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,20,1 Hour - 1.5 Hours,2,4,300,50,0,1,,,,,,,WOODBEND,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 76
376,2024-09-28 12:46,2024-09-28 12:48,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,67,0 - 30 Minutes,4,0,155,21,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,30,28618500,53.47232073,-113.4502878,Gateway Stake 139
377,2024-09-28 12:40,2024-09-28 12:48,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,76,30 - 60 Minutes,2,0,171,12,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 140
378,2024-09-28 12:19,2024-09-28 12:50,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,55,1 Hour - 1.5 Hours,3,1,192,37,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 77
379,2024-09-28 12:47,2024-09-28 12:50,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,17,1 Hour - 1.5 Hours,3,0,215,38,0,1,,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 78
380,2024-09-28 12:47,2024-09-28 12:51,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,13,30 - 60 Minutes,3,4,188,27,1,3,,14,15,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 141
381,2024-09-28 12:46,2024-09-28 12:51,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,51,1 Hour - 1.5 Hours,2,0,302,65,0,1,,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 79
382,2024-09-28 12:42,2024-09-28 12:52,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,22,1 Hour - 1.5 Hours,2,2,360,30,1,2,12,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,90,1154500,53.42045712828527,-113.5399461,Riverbend Stake 80
383,2024-09-28 12:46,2024-09-28 12:53,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,5.6,1 Hour - 1.5 Hours,5,10,800,95,0,1,,,,,,,NAMAO,,6666500,90,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 32
384,2024-09-28 12:51,2024-09-28 12:53,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,26/27,1 Hour - 1.5 Hours,2,3,300,40,1,2,26,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 81
385,2024-09-28 12:50,2024-09-28 12:56,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,25,1 Hour - 1.5 Hours,4,2,289,55,1,2,28,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,90,1154500,53.42045712828527,-113.5399461,Riverbend Stake 82
386,2024-09-28 12:55,2024-09-28 12:56,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,55,30 - 60 Minutes,1,3,151,34,0,1,,,,,,,RIO VISTA,,8015783.871,60,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 142
387,2024-09-28 12:40,2024-09-28 12:58,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Stacey Williams ,2+ Hours,2,0,800,57,1,1,,,,North mount abcd - 4 routes,Northmount abcd,0,GRIESBACH,Anirniq Ward,6666500,120,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 33
388,2024-09-28 12:56,2024-09-28 12:58,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,27,30 - 60 Minutes,2,0,40,3,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 105
389,2024-09-28 12:53,2024-09-28 12:59,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Blue quill 3,30 - 60 Minutes,2,2,200,42,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 83
390,2024-09-28 12:59,2024-09-28 13:01,Riverbend Stake Centre,Woodbend Ward,Riverbend Stake,12,30 - 60 Minutes,2,2,300,35,0,1,,,,,,,WOODBEND,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 84
391,2024-09-28 12:56,2024-09-28 13:01,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,34,1 Hour - 1.5 Hours,2,2,257,31,1,2,35,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,90,140000,53.44341912235957,-113.4026104,Gateway Stake 143
392,2024-09-28 12:59,2024-09-28 13:01,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,5-1.2,30 - 60 Minutes,1,1,433,39,0,1,,,,,,,NAMAO,,6666500,60,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 34
393,2024-09-28 12:58,2024-09-28 13:03,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,54,2+ Hours,1,2,182,43,1,2,53,,,,,,TERWILLEGAR PARK,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 85
394,2024-09-28 12:44,2024-09-28 13:04,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,22,1 Hour - 1.5 Hours,1,4,300,40,0,1,,,,,,,RIO VISTA,,8015783.871,90,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 144
395,2024-09-28 12:50,2024-09-28 13:04,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Caernarvon D,0 - 30 Minutes,1,2,212,20,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,30,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 35
396,2024-09-28 12:53,2024-09-28 13:05,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,2-3.1,2+ Hours,2,2,400,123,1,3,,2-3.2,2-1.2,,,,NAMAO,,6666500,120,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 36
397,2024-09-28 13:01,2024-09-28 13:07,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,26,0 - 30 Minutes,2,0,132,16,0,1,,,,,,,RABBIT HILL,,703525,30,703525,53.44964276918846,-113.5384964,Riverbend Stake 86
398,2024-09-28 12:59,2024-09-28 13:07,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,20,2+ Hours,3,0,50,50,1,2,27,,,,,,LONDONDERRY,,837500,120,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 106
399,2024-09-28 13:08,2024-09-28 13:10,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,47,30 - 60 Minutes,1,4,245,28,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 145
400,2024-09-28 13:04,2024-09-28 13:10,Gateway Stake Centre ,Lee Ridge Ward,Gateway Stake,40,30 - 60 Minutes,2,1,160,29,1,2,42,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 146
401,2024-09-28 13:07,2024-09-28 13:12,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,23,0 - 30 Minutes,2,0,131,9,1,2,24,,,,,,LONDONDERRY,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 107
402,2024-09-28 13:10,2024-09-28 13:12,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,3,1 Hour - 1.5 Hours,2,0,150,41,0,1,,,,,,,GREENFIELD,papastew Ward,295500,90,295500,53.476048825243744,-113.5371848,Riverbend Stake 87
403,2024-09-28 13:09,2024-09-28 13:13,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Lori lie D,30 - 60 Minutes,3,4,32,30,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 37
404,2024-09-28 13:12,2024-09-28 13:14,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,121,2+ Hours,1,1,150,45,1,2,118,,,,,,CLAREVIEW,,837500,120,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 108
405,2024-09-28 13:06,2024-09-28 13:14,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,Brayden Gregson,2+ Hours,3,0,1030,100,1,1,,,,5 total routes,1,1,TERWILLEGAR PARK,,703525,120,703525,53.44964276918846,-113.5384964,Riverbend Stake 88
406,2024-09-28 13:14,2024-09-28 13:15,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,11,0 - 30 Minutes,3,0,233,30,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,30,162000,53.45921603129749,-113.3818037,Gateway Stake 147
407,2024-09-28 13:10,2024-09-28 13:15,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,5,1 Hour - 1.5 Hours,2,2,180,20,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 148
408,2024-09-28 13:18,2024-09-28 13:20,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Westbrook,1 Hour - 1.5 Hours,2,3,219,50,0,1,,,,,,,GREENFIELD,papastew Ward,295500,90,295500,53.476048825243744,-113.5371848,Riverbend Stake 89
409,2024-09-28 13:12,2024-09-28 13:20,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,28,0 - 30 Minutes,2,0,15,12,0,1,,,,,,,LONDONDERRY,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 109
